order_id,order_date,customer_id,region,category,product_name,channel,quantity,unit_price,discount_amount,payment_method,is_returned
ORD-000746,2026-01-24,CUST-0009,대구,도서,보안개론,store,2,28000,5000,point,false
ORD-000747,2026-01-24,CUST-0448,대전,도서,네트워크실습,mobile,4,15000,1000,bank_transfer,false
ORD-000748,2026-01-24,CUST-0272,서울,패션,가방,mobile,1,19000,1000,coupon,false
ORD-000749,2026-01-24,CUST-0264,대전,패션,운동화,mobile,5,19000,0,card,false
ORD-000750,2026-01-24,CUST-0188,부산,전자기기,모니터,web,4,79000,2000,card,false
ORD-000751,2026-01-24,CUST-0059,대전,식품,간편식,mobile,3,11000,0,bank_transfer,true
ORD-000752,2026-01-24,CUST-0349,대구,스포츠,덤벨,mobile,3,39000,0,card,true
ORD-000753,2026-01-24,CUST-0270,인천,전자기기,마우스,web,4,79000,1000,coupon,true
ORD-000754,2026-01-24,CUST-0097,대구,스포츠,운동밴드,web,5,59000,0,card,false
ORD-000755,2026-01-24,CUST-0142,서울,생활용품,텀블러,store,1,23000,0,bank_transfer,false
ORD-000756,2026-01-24,CUST-0151,대구,생활용품,텀블러,store,5,15000,5000,bank_transfer,false
ORD-000757,2026-01-24,CUST-0150,경기,생활용품,책상조명,web,4,37000,5000,card,false
ORD-000758,2026-01-24,CUST-0249,광주,도서,보안개론,store,5,35000,0,coupon,false
ORD-000759,2026-01-24,CUST-0117,대구,생활용품,책상조명,mobile,3,15000,0,point,false
ORD-000760,2026-01-24,CUST-0317,경기,전자기기,키보드,store,3,79000,1000,point,false
ORD-000761,2026-01-24,CUST-0022,부산,도서,파이썬기초,store,2,22000,0,bank_transfer,false
ORD-000762,2026-01-24,CUST-0363,서울,생활용품,책상조명,store,2,23000,0,point,true
ORD-000763,2026-01-24,CUST-0274,부산,패션,운동화,web,4,89000,2000,card,false
ORD-000764,2026-01-25,CUST-0497,대전,생활용품,텀블러,store,3,37000,0,point,false
ORD-000765,2026-01-25,CUST-0410,광주,스포츠,운동밴드,store,3,59000,2000,coupon,false
ORD-000766,2026-01-25,CUST-0060,부산,패션,티셔츠,web,1,129000,0,coupon,true
ORD-000767,2026-01-25,CUST-0029,광주,식품,간편식,store,3,26000,0,bank_transfer,false
ORD-000768,2026-01-25,CUST-0276,인천,식품,간편식,mobile,2,18000,0,card,false
ORD-000769,2026-01-25,CUST-0310,광주,식품,비타민음료,web,4,11000,0,point,true
ORD-000770,2026-01-25,CUST-0007,부산,생활용품,텀블러,mobile,3,37000,1000,point,false
ORD-000771,2026-01-25,CUST-0380,대구,패션,가방,mobile,2,19000,5000,point,false
ORD-000772,2026-01-25,CUST-0045,경기,도서,네트워크실습,web,2,35000,2000,point,true
ORD-000773,2026-01-25,CUST-0004,대구,생활용품,책상조명,store,5,9000,1000,point,false
ORD-000774,2026-01-25,CUST-0096,인천,생활용품,텀블러,mobile,5,37000,0,point,false
ORD-000775,2026-01-25,CUST-0253,광주,식품,비타민음료,store,3,6000,2000,coupon,false
ORD-000776,2026-01-25,CUST-0490,대전,도서,클라우드입문,store,2,15000,0,coupon,false
ORD-000777,2026-01-25,CUST-0015,서울,전자기기,마우스,mobile,2,150000,1000,coupon,false
ORD-000778,2026-01-25,CUST-0224,인천,전자기기,USB허브,mobile,5,79000,1000,coupon,true
ORD-000779,2026-01-25,CUST-0009,인천,스포츠,요가매트,mobile,5,39000,5000,bank_transfer,true
ORD-000780,2026-01-25,CUST-0183,경기,식품,커피,web,3,11000,1000,point,false
ORD-000781,2026-01-25,CUST-0272,대전,패션,가방,web,1,89000,0,bank_transfer,false
ORD-000782,2026-01-25,CUST-0166,인천,스포츠,덤벨,mobile,5,12000,0,point,true
ORD-000783,2026-01-25,CUST-0422,경기,패션,자켓,web,5,19000,2000,bank_transfer,false
ORD-000784,2026-01-25,CUST-0472,경기,식품,견과류,web,4,18000,1000,bank_transfer,false
ORD-000785,2026-01-25,CUST-0434,광주,도서,파이썬기초,store,5,22000,2000,card,true
ORD-000786,2026-01-25,CUST-0246,부산,생활용품,청소도구,mobile,1,9000,0,point,false
ORD-000787,2026-01-25,CUST-0015,대전,도서,네트워크실습,web,2,28000,5000,bank_transfer,false
ORD-000788,2026-01-25,CUST-0067,서울,도서,파이썬기초,mobile,3,22000,0,card,false
ORD-000789,2026-01-25,CUST-0056,서울,전자기기,무선이어폰,store,4,150000,0,card,false
ORD-000790,2026-01-25,CUST-0342,서울,생활용품,수납박스,web,1,23000,0,card,false
ORD-000791,2026-01-25,CUST-0015,서울,식품,간편식,web,2,11000,5000,point,false
ORD-000792,2026-01-25,CUST-0124,광주,식품,견과류,store,2,18000,2000,card,true
ORD-000793,2026-01-25,CUST-0494,부산,전자기기,USB허브,web,5,25000,0,card,false
ORD-000794,2026-01-25,CUST-0188,대전,스포츠,요가매트,store,5,24000,5000,bank_transfer,false
ORD-000795,2026-01-25,CUST-0110,광주,생활용품,수납박스,web,3,15000,1000,coupon,false
ORD-000796,2026-01-26,CUST-0254,인천,패션,티셔츠,mobile,1,129000,2000,point,false
ORD-000797,2026-01-26,CUST-0198,부산,식품,커피,mobile,3,6000,1000,point,false
ORD-000798,2026-01-26,CUST-0438,대구,스포츠,러닝벨트,web,5,24000,1000,card,false
ORD-000799,2026-01-26,CUST-0345,서울,생활용품,책상조명,mobile,1,15000,5000,coupon,false
ORD-000800,2026-01-26,CUST-0356,광주,식품,커피,web,2,6000,1000,bank_transfer,false
ORD-000801,2026-01-26,CUST-0433,대구,전자기기,마우스,web,3,45000,0,bank_transfer,true
ORD-000802,2026-01-26,CUST-0388,인천,생활용품,청소도구,store,5,23000,2000,coupon,false
ORD-000803,2026-01-26,CUST-0076,인천,패션,가방,mobile,4,129000,2000,card,false
ORD-000804,2026-01-26,CUST-0016,서울,전자기기,마우스,store,4,150000,0,card,false
ORD-000805,2026-01-26,CUST-0348,부산,전자기기,모니터,web,2,25000,1000,point,true
ORD-000806,2026-01-26,CUST-0104,부산,식품,커피,store,5,6000,1000,coupon,false
ORD-000807,2026-01-26,CUST-0488,인천,생활용품,책상조명,web,5,23000,2000,coupon,false
ORD-000808,2026-01-26,CUST-0236,서울,전자기기,모니터,web,3,150000,1000,bank_transfer,false
ORD-000809,2026-01-26,CUST-0160,대전,식품,견과류,mobile,4,11000,1000,coupon,false
ORD-000810,2026-01-26,CUST-0293,대구,전자기기,USB허브,mobile,5,150000,5000,bank_transfer,true
ORD-000811,2026-01-26,CUST-0498,대구,식품,커피,store,3,26000,1000,point,true
ORD-000812,2026-01-26,CUST-0066,인천,패션,자켓,mobile,1,19000,2000,point,false
ORD-000813,2026-01-26,CUST-0177,부산,스포츠,요가매트,mobile,4,39000,0,point,false
ORD-000814,2026-01-26,CUST-0304,서울,전자기기,키보드,store,2,45000,5000,card,false
ORD-000815,2026-01-26,CUST-0167,서울,패션,티셔츠,mobile,2,89000,0,coupon,true
ORD-000816,2026-01-26,CUST-0302,서울,식품,비타민음료,mobile,1,18000,5000,coupon,false
ORD-000817,2026-01-26,CUST-0052,대전,식품,비타민음료,store,5,18000,0,bank_transfer,false
ORD-000818,2026-01-26,CUST-0187,대구,패션,가방,web,2,89000,2000,coupon,false
ORD-000819,2026-01-27,CUST-0153,광주,전자기기,USB허브,mobile,3,45000,0,bank_transfer,false
ORD-000820,2026-01-27,CUST-0035,광주,식품,커피,store,5,6000,0,coupon,false
ORD-000821,2026-01-27,CUST-0259,인천,생활용품,텀블러,mobile,1,23000,5000,coupon,false
ORD-000822,2026-01-27,CUST-0320,광주,스포츠,운동밴드,mobile,4,24000,1000,bank_transfer,false
ORD-000823,2026-01-27,CUST-0339,인천,전자기기,USB허브,store,5,45000,1000,coupon,false
ORD-000824,2026-01-27,CUST-0237,경기,패션,가방,web,5,19000,0,bank_transfer,false
ORD-000825,2026-01-27,CUST-0325,경기,스포츠,운동밴드,mobile,4,59000,0,point,false
ORD-000826,2026-01-27,CUST-0123,서울,패션,운동화,web,5,89000,0,bank_transfer,false
ORD-000827,2026-01-27,CUST-0224,대구,전자기기,키보드,store,4,79000,1000,card,true
ORD-000828,2026-01-27,CUST-0405,인천,도서,파이썬기초,mobile,2,28000,0,bank_transfer,false
ORD-000829,2026-01-27,CUST-0161,광주,스포츠,요가매트,mobile,1,59000,0,card,false
ORD-000830,2026-01-27,CUST-0121,서울,생활용품,책상조명,store,4,9000,5000,card,false
ORD-000831,2026-01-27,CUST-0063,인천,식품,견과류,mobile,1,26000,0,point,true
ORD-000832,2026-01-27,CUST-0055,경기,식품,비타민음료,web,4,11000,0,point,false
ORD-000833,2026-01-27,CUST-0274,부산,생활용품,청소도구,store,5,23000,0,card,false
ORD-000834,2026-01-27,CUST-0186,대구,패션,가방,store,2,129000,0,point,false
ORD-000835,2026-01-27,CUST-0130,광주,패션,티셔츠,mobile,1,19000,5000,point,false
ORD-000836,2026-01-27,CUST-0199,서울,스포츠,운동밴드,mobile,5,12000,0,point,false
ORD-000837,2026-01-27,CUST-0469,대구,패션,티셔츠,store,3,49000,0,point,false
ORD-000838,2026-01-27,CUST-0242,대전,스포츠,러닝벨트,mobile,3,12000,0,point,false
ORD-000839,2026-01-27,CUST-0260,서울,스포츠,러닝벨트,mobile,2,12000,5000,coupon,false
ORD-000840,2026-01-27,CUST-0323,대구,식품,견과류,store,1,26000,0,bank_transfer,false
ORD-000841,2026-01-27,CUST-0043,서울,전자기기,모니터,web,3,45000,0,bank_transfer,true
ORD-000842,2026-01-27,CUST-0448,대전,식품,간편식,web,3,26000,1000,point,false
ORD-000843,2026-01-27,CUST-0189,경기,도서,보안개론,mobile,2,28000,0,coupon,false
ORD-000844,2026-01-27,CUST-0321,경기,식품,간편식,web,1,6000,2000,coupon,true
ORD-000845,2026-01-27,CUST-0220,광주,도서,보안개론,mobile,1,22000,1000,bank_transfer,true
ORD-000846,2026-01-27,CUST-0368,광주,전자기기,마우스,mobile,5,45000,0,coupon,false
ORD-000847,2026-01-27,CUST-0098,인천,스포츠,러닝벨트,mobile,2,12000,5000,point,false
ORD-000848,2026-01-27,CUST-0308,경기,스포츠,러닝벨트,mobile,2,59000,1000,bank_transfer,false
ORD-000849,2026-01-27,CUST-0500,부산,생활용품,텀블러,web,2,37000,0,coupon,false
ORD-000850,2026-01-27,CUST-0069,인천,도서,보안개론,mobile,1,35000,0,coupon,false
ORD-000851,2026-01-27,CUST-0132,서울,스포츠,덤벨,web,4,59000,5000,card,true
ORD-000852,2026-01-27,CUST-0481,대전,전자기기,마우스,store,4,45000,0,card,true
ORD-000853,2026-01-27,CUST-0203,대전,전자기기,마우스,mobile,5,320000,1000,bank_transfer,false
ORD-000854,2026-01-27,CUST-0253,부산,식품,커피,mobile,3,11000,0,bank_transfer,true
ORD-000855,2026-01-27,CUST-0060,부산,전자기기,마우스,web,4,320000,0,bank_transfer,false
ORD-000856,2026-01-27,CUST-0314,인천,생활용품,책상조명,mobile,4,23000,0,point,false
ORD-000857,2026-01-27,CUST-0437,대전,생활용품,텀블러,store,4,23000,0,coupon,true
ORD-000858,2026-01-27,CUST-0019,대구,전자기기,키보드,mobile,1,45000,0,bank_transfer,false
ORD-000859,2026-01-28,CUST-0183,대전,생활용품,청소도구,store,4,9000,0,coupon,false
ORD-000860,2026-01-28,CUST-0048,경기,생활용품,청소도구,mobile,2,9000,0,bank_transfer,false
ORD-000861,2026-01-28,CUST-0393,광주,도서,보안개론,web,5,22000,0,coupon,true
ORD-000862,2026-01-28,CUST-0146,대전,전자기기,키보드,store,1,150000,0,card,false
ORD-000863,2026-01-28,CUST-0042,대구,생활용품,책상조명,store,3,9000,0,coupon,false
ORD-000864,2026-01-28,CUST-0487,대구,생활용품,책상조명,mobile,3,9000,0,bank_transfer,true
ORD-000865,2026-01-28,CUST-0281,광주,도서,클라우드입문,mobile,3,28000,0,card,false
ORD-000866,2026-01-28,CUST-0011,인천,생활용품,책상조명,web,2,15000,1000,bank_transfer,false
ORD-000867,2026-01-28,CUST-0252,인천,생활용품,청소도구,mobile,2,23000,0,point,false
ORD-000868,2026-01-28,CUST-0103,대구,스포츠,덤벨,mobile,1,39000,0,coupon,true
ORD-000869,2026-01-28,CUST-0315,경기,생활용품,책상조명,mobile,1,37000,1000,coupon,false
ORD-000870,2026-01-28,CUST-0332,대전,전자기기,무선이어폰,store,3,320000,1000,bank_transfer,false
ORD-000871,2026-01-28,CUST-0465,인천,생활용품,수납박스,mobile,4,23000,1000,point,false
ORD-000872,2026-01-28,CUST-0152,광주,도서,파이썬기초,web,2,28000,2000,card,false
ORD-000873,2026-01-28,CUST-0049,대구,전자기기,USB허브,store,5,25000,1000,point,false
ORD-000874,2026-01-28,CUST-0380,대전,패션,자켓,mobile,5,19000,0,bank_transfer,false
ORD-000875,2026-01-28,CUST-0161,광주,도서,네트워크실습,store,1,15000,1000,coupon,false
ORD-000876,2026-01-28,CUST-0095,서울,스포츠,러닝벨트,store,3,39000,0,point,false
ORD-000877,2026-01-28,CUST-0203,서울,스포츠,요가매트,web,5,59000,0,bank_transfer,false
ORD-000878,2026-01-28,CUST-0372,대구,스포츠,러닝벨트,mobile,4,59000,5000,point,true
ORD-000879,2026-01-28,CUST-0008,경기,스포츠,러닝벨트,web,1,39000,0,card,false
ORD-000880,2026-01-28,CUST-0333,경기,스포츠,덤벨,mobile,2,12000,1000,bank_transfer,false
ORD-000881,2026-01-28,CUST-0012,서울,전자기기,마우스,web,2,150000,1000,bank_transfer,false
ORD-000882,2026-01-28,CUST-0300,경기,스포츠,러닝벨트,web,4,59000,0,point,false
ORD-000883,2026-01-28,CUST-0323,인천,식품,비타민음료,store,3,6000,0,coupon,false
ORD-000884,2026-01-28,CUST-0249,광주,생활용품,청소도구,store,1,23000,1000,coupon,false
ORD-000885,2026-01-28,CUST-0284,서울,도서,클라우드입문,mobile,4,15000,2000,coupon,false
ORD-000886,2026-01-28,CUST-0230,대전,생활용품,수납박스,mobile,5,37000,5000,card,false
ORD-000887,2026-01-28,CUST-0119,광주,도서,보안개론,web,4,22000,0,point,false
ORD-000888,2026-01-28,CUST-0492,대구,식품,비타민음료,store,3,11000,5000,point,false
ORD-000889,2026-01-28,CUST-0342,대구,생활용품,텀블러,web,3,15000,5000,bank_transfer,false
ORD-000890,2026-01-28,CUST-0156,경기,도서,파이썬기초,web,1,35000,1000,card,false
ORD-000891,2026-01-28,CUST-0090,인천,전자기기,마우스,store,3,79000,5000,card,false
ORD-000892,2026-01-28,CUST-0062,광주,전자기기,마우스,web,1,150000,2000,coupon,false
ORD-000893,2026-01-28,CUST-0459,경기,패션,자켓,store,1,89000,2000,card,false
ORD-000894,2026-01-28,CUST-0401,광주,스포츠,요가매트,store,4,59000,0,card,false
ORD-000895,2026-01-28,CUST-0446,경기,식품,커피,mobile,2,6000,5000,bank_transfer,false
ORD-000896,2026-01-28,CUST-0079,대전,스포츠,운동밴드,mobile,5,59000,1000,point,false
ORD-000897,2026-01-28,CUST-0126,인천,도서,클라우드입문,mobile,4,22000,1000,point,false
ORD-000898,2026-01-28,CUST-0185,대전,패션,운동화,store,3,19000,0,bank_transfer,false
ORD-000899,2026-01-28,CUST-0471,대구,도서,네트워크실습,mobile,2,22000,1000,point,false
ORD-000900,2026-01-28,CUST-0484,서울,전자기기,모니터,web,1,45000,5000,point,true
ORD-000901,2026-01-29,CUST-0339,대전,생활용품,텀블러,web,1,37000,1000,card,false
ORD-000902,2026-01-29,CUST-0448,부산,스포츠,운동밴드,store,4,59000,5000,point,true
ORD-000903,2026-01-29,CUST-0359,대구,패션,티셔츠,mobile,5,89000,2000,bank_transfer,false
ORD-000904,2026-01-29,CUST-0044,서울,식품,비타민음료,store,4,18000,0,point,false
ORD-000905,2026-01-29,CUST-0283,부산,생활용품,텀블러,store,2,23000,0,point,true
ORD-000906,2026-01-29,CUST-0133,경기,스포츠,덤벨,mobile,1,12000,2000,coupon,true
ORD-000907,2026-01-29,CUST-0182,서울,식품,커피,web,3,6000,0,card,true
ORD-000908,2026-01-29,CUST-0413,대전,생활용품,책상조명,store,4,9000,0,bank_transfer,false
ORD-000909,2026-01-29,CUST-0366,대구,패션,자켓,store,5,89000,5000,bank_transfer,false
ORD-000910,2026-01-29,CUST-0233,서울,전자기기,마우스,web,5,320000,0,coupon,false
ORD-000911,2026-01-29,CUST-0244,경기,생활용품,수납박스,mobile,1,9000,1000,card,false
ORD-000912,2026-01-29,CUST-0326,대구,패션,가방,mobile,3,129000,2000,coupon,false
ORD-000913,2026-01-29,CUST-0249,대전,스포츠,러닝벨트,mobile,2,24000,2000,bank_transfer,false
ORD-000914,2026-01-29,CUST-0383,경기,스포츠,요가매트,store,4,24000,1000,point,false
ORD-000915,2026-01-29,CUST-0293,부산,전자기기,USB허브,web,1,150000,0,bank_transfer,false
ORD-000916,2026-01-29,CUST-0249,서울,전자기기,마우스,web,3,79000,0,bank_transfer,false
ORD-000917,2026-01-29,CUST-0094,인천,식품,비타민음료,store,3,6000,0,coupon,false
ORD-000918,2026-01-29,CUST-0214,대구,전자기기,무선이어폰,store,3,320000,0,point,false
ORD-000919,2026-01-29,CUST-0068,인천,식품,비타민음료,web,4,18000,1000,coupon,true
ORD-000920,2026-01-29,CUST-0341,광주,생활용품,청소도구,mobile,3,15000,0,coupon,true
ORD-000921,2026-01-29,CUST-0377,부산,도서,네트워크실습,store,5,28000,0,card,false
ORD-000922,2026-01-29,CUST-0330,광주,도서,클라우드입문,web,5,28000,5000,bank_transfer,false
ORD-000923,2026-01-29,CUST-0062,대전,식품,커피,store,4,11000,2000,bank_transfer,false
ORD-000924,2026-01-29,CUST-0228,서울,전자기기,마우스,store,2,45000,5000,point,true
ORD-000925,2026-01-29,CUST-0093,대구,생활용품,수납박스,web,1,37000,0,point,false
ORD-000926,2026-01-29,CUST-0087,부산,생활용품,책상조명,web,1,9000,0,bank_transfer,true
ORD-000927,2026-01-29,CUST-0031,광주,패션,티셔츠,mobile,3,49000,1000,bank_transfer,false
ORD-000928,2026-01-29,CUST-0073,대구,전자기기,무선이어폰,mobile,4,79000,0,point,false
ORD-000929,2026-01-29,CUST-0301,경기,생활용품,수납박스,mobile,2,9000,0,coupon,true
ORD-000930,2026-01-29,CUST-0209,서울,전자기기,마우스,mobile,3,25000,1000,card,true
ORD-000931,2026-01-30,CUST-0346,서울,스포츠,덤벨,web,3,12000,2000,bank_transfer,true
ORD-000932,2026-01-30,CUST-0105,인천,패션,가방,web,1,129000,5000,point,true
ORD-000933,2026-01-30,CUST-0232,서울,식품,간편식,web,5,11000,1000,coupon,true
ORD-000934,2026-01-30,CUST-0140,광주,식품,견과류,mobile,1,11000,0,coupon,false
ORD-000935,2026-01-30,CUST-0289,서울,패션,운동화,mobile,1,89000,0,card,true
ORD-000936,2026-01-30,CUST-0108,광주,생활용품,수납박스,store,5,15000,0,point,false
ORD-000937,2026-01-30,CUST-0340,부산,스포츠,운동밴드,mobile,4,39000,0,bank_transfer,false
ORD-000938,2026-01-30,CUST-0312,대구,생활용품,책상조명,web,2,9000,5000,card,false
ORD-000939,2026-01-30,CUST-0391,대구,스포츠,덤벨,store,5,59000,5000,card,false
ORD-000940,2026-01-30,CUST-0181,인천,스포츠,요가매트,mobile,4,12000,5000,point,false
ORD-000941,2026-01-30,CUST-0480,경기,생활용품,텀블러,mobile,1,9000,1000,card,false
ORD-000942,2026-01-30,CUST-0418,광주,도서,클라우드입문,store,3,28000,0,point,false
ORD-000943,2026-01-30,CUST-0144,대구,스포츠,덤벨,store,4,24000,0,bank_transfer,false
ORD-000944,2026-01-30,CUST-0257,대구,전자기기,키보드,web,1,150000,0,bank_transfer,true
ORD-000945,2026-01-30,CUST-0066,부산,스포츠,덤벨,store,5,12000,0,bank_transfer,false
ORD-000946,2026-01-30,CUST-0315,부산,식품,견과류,store,1,11000,5000,coupon,true
ORD-000947,2026-01-30,CUST-0141,서울,전자기기,모니터,store,3,25000,1000,coupon,false
ORD-000948,2026-01-30,CUST-0471,대구,생활용품,책상조명,store,2,9000,0,coupon,false
ORD-000949,2026-01-30,CUST-0451,광주,패션,티셔츠,web,2,129000,0,bank_transfer,false
ORD-000950,2026-01-30,CUST-0169,부산,스포츠,러닝벨트,web,2,12000,0,card,false
ORD-000951,2026-01-30,CUST-0431,부산,전자기기,모니터,web,1,150000,2000,card,false
ORD-000952,2026-01-30,CUST-0407,경기,생활용품,텀블러,web,1,23000,0,coupon,true
ORD-000953,2026-01-30,CUST-0470,서울,전자기기,모니터,mobile,1,320000,0,point,false
ORD-000954,2026-01-30,CUST-0155,광주,스포츠,요가매트,store,1,24000,1000,coupon,false
ORD-000955,2026-01-30,CUST-0436,대구,전자기기,무선이어폰,mobile,5,25000,0,card,false
ORD-000956,2026-01-30,CUST-0006,대구,식품,비타민음료,mobile,5,11000,5000,coupon,true
ORD-000957,2026-01-30,CUST-0169,광주,생활용품,수납박스,web,1,23000,1000,card,true
ORD-000958,2026-01-30,CUST-0464,광주,전자기기,무선이어폰,web,1,320000,2000,point,false
ORD-000959,2026-01-30,CUST-0125,경기,패션,가방,web,5,129000,1000,card,false
ORD-000960,2026-01-30,CUST-0160,광주,도서,보안개론,store,5,35000,5000,bank_transfer,false
ORD-000961,2026-01-30,CUST-0189,서울,도서,네트워크실습,store,5,28000,0,bank_transfer,false
ORD-000962,2026-01-30,CUST-0177,경기,전자기기,키보드,web,5,320000,0,bank_transfer,false
ORD-000963,2026-01-30,CUST-0308,대전,전자기기,마우스,mobile,4,45000,5000,point,false
ORD-000964,2026-01-31,CUST-0449,인천,패션,가방,web,2,89000,0,coupon,false
ORD-000965,2026-01-31,CUST-0110,경기,도서,클라우드입문,mobile,2,22000,1000,point,true
ORD-000966,2026-01-31,CUST-0186,서울,스포츠,러닝벨트,web,4,24000,0,point,false
ORD-000967,2026-01-31,CUST-0100,대전,전자기기,USB허브,store,2,25000,0,point,false
ORD-000968,2026-01-31,CUST-0113,부산,전자기기,무선이어폰,store,2,45000,0,bank_transfer,false
ORD-000969,2026-01-31,CUST-0432,부산,패션,운동화,web,2,49000,0,card,false
ORD-000970,2026-01-31,CUST-0157,대구,스포츠,덤벨,web,1,59000,0,point,false
ORD-000971,2026-01-31,CUST-0452,경기,패션,운동화,web,1,129000,0,bank_transfer,false
ORD-000972,2026-01-31,CUST-0326,경기,식품,비타민음료,web,3,18000,2000,bank_transfer,false
ORD-000973,2026-01-31,CUST-0323,인천,식품,견과류,mobile,3,11000,0,bank_transfer,false
ORD-000974,2026-01-31,CUST-0034,경기,식품,비타민음료,store,1,11000,1000,coupon,true
ORD-000975,2026-01-31,CUST-0165,대전,스포츠,운동밴드,mobile,5,59000,1000,coupon,false
ORD-000976,2026-01-31,CUST-0327,인천,스포츠,러닝벨트,store,3,59000,2000,card,false
ORD-000977,2026-01-31,CUST-0112,부산,도서,파이썬기초,mobile,4,22000,0,coupon,false
ORD-000978,2026-01-31,CUST-0069,인천,식품,간편식,web,3,18000,2000,point,false
ORD-000979,2026-01-31,CUST-0263,광주,생활용품,책상조명,mobile,5,15000,0,coupon,false
ORD-000980,2026-01-31,CUST-0163,부산,생활용품,청소도구,mobile,4,37000,0,card,false
ORD-000981,2026-01-31,CUST-0184,서울,도서,네트워크실습,mobile,3,22000,5000,card,false
ORD-000982,2026-01-31,CUST-0020,광주,패션,운동화,web,1,19000,0,point,false
ORD-000983,2026-01-31,CUST-0098,대전,도서,보안개론,store,3,28000,5000,bank_transfer,false
ORD-000984,2026-01-31,CUST-0401,대구,스포츠,운동밴드,mobile,3,12000,0,card,false
ORD-000985,2026-01-31,CUST-0243,경기,생활용품,텀블러,store,2,37000,0,coupon,false
ORD-000986,2026-01-31,CUST-0220,인천,스포츠,러닝벨트,store,1,39000,0,coupon,false
ORD-000987,2026-01-31,CUST-0072,광주,도서,네트워크실습,web,5,35000,0,point,false
ORD-000988,2026-01-31,CUST-0215,대구,스포츠,요가매트,store,3,59000,0,coupon,false
ORD-000989,2026-01-31,CUST-0403,서울,스포츠,운동밴드,web,5,39000,0,bank_transfer,true
ORD-000990,2026-01-31,CUST-0274,대구,패션,가방,web,2,129000,1000,coupon,false
ORD-000991,2026-01-31,CUST-0048,경기,전자기기,마우스,web,4,320000,5000,bank_transfer,false
ORD-000992,2026-01-31,CUST-0036,대구,전자기기,USB허브,mobile,1,150000,0,bank_transfer,false
ORD-000993,2026-01-31,CUST-0266,서울,도서,보안개론,web,4,15000,0,point,false
ORD-000994,2026-01-31,CUST-0215,대구,생활용품,청소도구,store,1,15000,0,card,true
ORD-000995,2026-01-31,CUST-0419,대전,생활용품,텀블러,store,2,15000,0,coupon,false
ORD-000996,2026-01-31,CUST-0142,경기,도서,보안개론,web,5,22000,5000,bank_transfer,false
ORD-000997,2026-01-31,CUST-0169,광주,생활용품,수납박스,mobile,5,37000,0,coupon,true
ORD-000998,2026-01-31,CUST-0178,대전,생활용품,수납박스,store,3,9000,5000,point,false
ORD-000999,2026-01-31,CUST-0376,대구,생활용품,텀블러,mobile,2,37000,0,coupon,true
ORD-001000,2026-01-31,CUST-0123,인천,스포츠,덤벨,web,4,12000,5000,point,false
ORD-001001,2026-01-31,CUST-0391,광주,스포츠,운동밴드,web,2,12000,1000,point,false
ORD-001002,2026-01-31,CUST-0085,부산,전자기기,무선이어폰,web,3,320000,1000,card,false
ORD-001003,2026-02-01,CUST-0439,경기,전자기기,무선이어폰,mobile,4,150000,0,card,false
ORD-001004,2026-02-01,CUST-0249,대구,전자기기,마우스,web,2,25000,0,card,false
ORD-001005,2026-02-01,CUST-0431,경기,식품,간편식,web,2,26000,1000,card,false
ORD-001006,2026-02-01,CUST-0380,대구,식품,커피,web,3,11000,0,card,true
ORD-001007,2026-02-01,CUST-0092,경기,스포츠,요가매트,store,2,39000,1000,card,false
ORD-001008,2026-02-01,CUST-0329,대전,스포츠,덤벨,store,1,59000,5000,card,true
ORD-001009,2026-02-01,CUST-0025,인천,생활용품,책상조명,mobile,1,37000,2000,bank_transfer,false
ORD-001010,2026-02-01,CUST-0216,서울,도서,보안개론,web,2,22000,0,point,false
ORD-001011,2026-02-01,CUST-0371,경기,도서,클라우드입문,web,1,22000,5000,coupon,false
ORD-001012,2026-02-01,CUST-0320,경기,식품,커피,store,3,18000,2000,coupon,false
ORD-001013,2026-02-01,CUST-0166,경기,생활용품,수납박스,web,2,15000,0,coupon,false
ORD-001014,2026-02-01,CUST-0113,서울,스포츠,운동밴드,store,4,12000,0,point,false
ORD-001015,2026-02-01,CUST-0155,인천,스포츠,운동밴드,store,1,12000,0,coupon,false
ORD-001016,2026-02-01,CUST-0308,부산,전자기기,USB허브,store,2,320000,0,coupon,false
ORD-001017,2026-02-01,CUST-0436,대전,스포츠,덤벨,mobile,2,39000,5000,card,false
ORD-001018,2026-02-01,CUST-0258,광주,패션,티셔츠,store,4,129000,2000,card,false
ORD-001019,2026-02-01,CUST-0388,경기,도서,클라우드입문,store,3,15000,0,card,false
ORD-001020,2026-02-01,CUST-0078,대구,전자기기,키보드,web,4,79000,0,card,false
ORD-001021,2026-02-01,CUST-0330,인천,도서,네트워크실습,web,2,28000,0,coupon,false
ORD-001022,2026-02-01,CUST-0176,경기,스포츠,운동밴드,web,2,12000,5000,card,false
ORD-001023,2026-02-01,CUST-0165,경기,스포츠,덤벨,mobile,5,24000,1000,card,true
ORD-001024,2026-02-01,CUST-0481,경기,전자기기,모니터,web,2,25000,0,card,false
ORD-001025,2026-02-01,CUST-0372,대구,도서,파이썬기초,mobile,5,22000,0,bank_transfer,false
ORD-001026,2026-02-01,CUST-0128,부산,스포츠,덤벨,mobile,4,24000,0,coupon,true
ORD-001027,2026-02-01,CUST-0204,대구,스포츠,덤벨,web,4,39000,0,coupon,false
ORD-001028,2026-02-01,CUST-0391,대구,생활용품,청소도구,mobile,2,37000,1000,card,false
